route_stop_id,route_id,request_id,client_id,sequence_index,planned_arrival,planned_departure,actual_arrival,actual_departure,wait_time_minutes,service_duration_minutes,distance_from_prev_km,travel_time_from_prev_minutes,status,failure_reason,left_at_door,signature_captured,driver_notes
STP-00421,RTE-0026,REQ-00997,CLI-0423,15,2026-04-12 12:30:00,2026-04-12 12:42:00,2026-04-12 11:43:00,2026-04-12 11:55:00,0,12,2.29,5,completed,,True,False,
STP-00422,RTE-0026,REQ-01201,CLI-0346,16,2026-04-12 12:47:00,2026-04-12 12:55:00,2026-04-12 12:08:00,2026-04-12 12:16:00,22,8,2.09,5,no_answer,buzzer_failed,False,False,
STP-00423,RTE-0026,REQ-00949,CLI-0284,17,2026-04-12 12:59:00,2026-04-12 13:06:00,2026-04-12 10:40:00,2026-04-12 10:45:00,0,7,1.81,4,completed,,False,True,
STP-00424,RTE-0026,REQ-00488,CLI-0482,18,2026-04-12 13:15:00,2026-04-12 13:20:00,2026-04-12 09:01:00,2026-04-12 09:04:00,0,5,4.03,9,completed,,False,True,
STP-00425,RTE-0027,REQ-00029,CLI-0488,1,2026-04-14 09:03:00,2026-04-14 09:09:00,2026-04-14 12:59:00,2026-04-14 13:07:00,0,6,1.29,3,completed,,False,False,
STP-00426,RTE-0027,REQ-00084,CLI-0290,2,2026-04-14 09:14:00,2026-04-14 09:20:00,2026-04-14 12:17:00,2026-04-14 12:22:00,0,6,2.3,5,completed,,False,False,
STP-00427,RTE-0027,REQ-01794,CLI-0334,3,2026-04-14 09:28:00,2026-04-14 09:37:00,2026-04-14 11:46:00,2026-04-14 11:53:00,0,9,3.68,8,completed,,False,False,
STP-00428,RTE-0027,REQ-01580,CLI-0132,4,2026-04-14 09:41:00,2026-04-14 09:46:00,,,0,5,1.77,4,cancelled,client_cancel,False,False,
STP-00429,RTE-0027,REQ-01406,CLI-0428,5,2026-04-14 09:52:00,2026-04-14 09:58:00,2026-04-14 12:11:00,2026-04-14 12:18:00,79,6,2.71,6,completed,,False,False,
STP-00430,RTE-0027,REQ-01755,CLI-0128,6,2026-04-14 10:08:00,2026-04-14 10:17:00,2026-04-14 11:24:00,2026-04-14 11:32:00,0,9,4.34,10,completed,,False,False,
STP-00431,RTE-0027,REQ-01357,CLI-0109,7,2026-04-14 10:28:00,2026-04-14 10:34:00,2026-04-14 11:53:00,2026-04-14 12:01:00,0,6,4.74,11,completed,,False,True,
STP-00432,RTE-0027,REQ-01751,CLI-0267,8,2026-04-14 10:46:00,2026-04-14 10:51:00,2026-04-14 12:27:00,2026-04-14 12:33:00,0,5,5.25,12,completed,,False,False,
STP-00433,RTE-0027,REQ-00008,CLI-0322,9,2026-04-14 10:56:00,2026-04-14 11:05:00,2026-04-14 11:51:00,2026-04-14 12:01:00,0,9,2.15,5,completed,,False,True,
STP-00434,RTE-0027,REQ-01805,CLI-0174,10,2026-04-14 11:12:00,2026-04-14 11:17:00,2026-04-14 12:19:00,2026-04-14 12:22:00,0,5,3.04,7,completed,,False,True,
STP-00435,RTE-0028,REQ-01170,CLI-0282,1,2026-04-08 09:32:00,2026-04-08 09:42:00,,,0,10,0.85,2,rerouted,vehicle_capacity,False,False,
STP-00436,RTE-0028,REQ-00031,CLI-0123,2,2026-04-08 09:44:00,2026-04-08 09:50:00,2026-04-08 12:41:00,2026-04-08 12:47:00,0,6,0.92,2,completed,,False,True,
STP-00437,RTE-0028,REQ-01594,CLI-0084,3,2026-04-08 09:53:00,2026-04-08 10:03:00,2026-04-08 10:19:00,2026-04-08 10:28:00,0,10,1.28,3,completed,,False,True,
STP-00438,RTE-0028,REQ-01935,CLI-0370,4,2026-04-08 10:12:00,2026-04-08 10:26:00,2026-04-08 10:40:00,2026-04-08 10:54:00,0,14,3.89,9,completed,,False,True,
STP-00439,RTE-0028,REQ-00780,CLI-0357,5,2026-04-08 10:40:00,2026-04-08 10:49:00,2026-04-08 14:08:00,2026-04-08 14:13:00,0,9,6.01,14,completed,,False,True,
STP-00440,RTE-0028,REQ-00209,CLI-0456,6,2026-04-08 11:03:00,2026-04-08 11:12:00,2026-04-08 13:44:00,2026-04-08 13:53:00,0,9,6.23,14,completed,,False,False,
STP-00441,RTE-0028,REQ-01910,CLI-0235,7,2026-04-08 11:14:00,2026-04-08 11:22:00,2026-04-08 13:54:00,2026-04-08 13:59:00,0,8,0.7,2,completed,,False,False,
STP-00442,RTE-0028,REQ-01872,CLI-0151,8,2026-04-08 11:28:00,2026-04-08 11:35:00,2026-04-08 11:41:00,2026-04-08 11:45:00,0,7,2.86,6,completed,,False,False,Note: dog barking but friendly
STP-00443,RTE-0028,REQ-01595,CLI-0252,9,2026-04-08 11:38:00,2026-04-08 11:43:00,2026-04-08 10:27:00,2026-04-08 10:30:00,0,5,1.59,3,completed,,False,False,
STP-00444,RTE-0028,REQ-01854,CLI-0120,10,2026-04-08 12:09:00,2026-04-08 12:19:00,2026-04-08 10:55:00,2026-04-08 11:07:00,0,10,11.03,26,completed,,False,True,
STP-00445,RTE-0028,REQ-01049,CLI-0007,11,2026-04-08 12:42:00,2026-04-08 12:53:00,2026-04-08 14:46:00,2026-04-08 14:55:00,0,11,9.6,23,completed,,False,True,
STP-00446,RTE-0029,REQ-00662,CLI-0172,1,2026-04-01 09:31:00,2026-04-01 09:37:00,,,0,6,0.43,2,cancelled,client_cancel,False,False,
STP-00447,RTE-0029,REQ-01848,CLI-0469,2,2026-04-01 09:42:00,2026-04-01 09:47:00,,,0,5,2.12,5,cancelled,route_cancelled,False,False,
STP-00448,RTE-0029,REQ-01777,CLI-0319,3,2026-04-01 09:54:00,2026-04-01 10:00:00,,,0,6,3.26,7,cancelled,client_cancel,False,False,
STP-00449,RTE-0029,REQ-01496,CLI-0061,4,2026-04-01 10:07:00,2026-04-01 10:20:00,,,0,13,3.22,7,cancelled,client_cancel,False,False,
STP-00450,RTE-0029,REQ-00134,CLI-0281,5,2026-04-01 10:28:00,2026-04-01 10:37:00,,,0,9,3.59,8,cancelled,route_cancelled,False,False,
STP-00451,RTE-0029,REQ-01957,CLI-0175,6,2026-04-01 10:41:00,2026-04-01 10:46:00,,,0,5,1.88,4,cancelled,client_cancel,False,False,
STP-00452,RTE-0029,REQ-00300,CLI-0287,7,2026-04-01 11:01:00,2026-04-01 11:10:00,,,0,9,6.28,15,cancelled,route_cancelled,False,False,
STP-00453,RTE-0029,REQ-01438,CLI-0296,8,2026-04-01 11:19:00,2026-04-01 11:31:00,,,0,12,3.96,9,cancelled,route_cancelled,False,False,
STP-00454,RTE-0029,REQ-01038,CLI-0269,9,2026-04-01 11:46:00,2026-04-01 11:51:00,,,0,5,6.65,15,cancelled,client_cancel,False,False,Note: dog barking but friendly
STP-00455,RTE-0029,REQ-01316,CLI-0040,10,2026-04-01 12:04:00,2026-04-01 12:09:00,,,0,5,5.44,13,cancelled,client_cancel,False,False,
STP-00456,RTE-0029,REQ-01622,CLI-0063,11,2026-04-01 12:15:00,2026-04-01 12:20:00,,,0,5,2.87,6,cancelled,client_cancel,False,False,
STP-00457,RTE-0029,REQ-00988,CLI-0163,12,2026-04-01 12:36:00,2026-04-01 12:46:00,,,0,10,7.03,16,cancelled,client_cancel,False,False,
STP-00458,RTE-0029,REQ-01150,CLI-0131,13,2026-04-01 13:00:00,2026-04-01 13:05:00,,,0,5,6.24,14,cancelled,client_cancel,False,False,
STP-00459,RTE-0029,REQ-00467,CLI-0500,14,2026-04-01 13:19:00,2026-04-01 13:28:00,,,0,9,5.98,14,cancelled,route_cancelled,False,False,
STP-00460,RTE-0029,REQ-00092,CLI-0358,15,2026-04-01 13:49:00,2026-04-01 13:59:00,,,0,10,8.9,21,cancelled,route_cancelled,False,False,
STP-00461,RTE-0029,REQ-01593,CLI-0321,16,2026-04-01 14:19:00,2026-04-01 14:28:00,,,0,9,8.7,20,cancelled,route_cancelled,False,False,
STP-00462,RTE-0029,REQ-00291,CLI-0186,17,2026-04-01 14:49:00,2026-04-01 14:56:00,,,0,7,9.04,21,cancelled,route_cancelled,False,False,
STP-00463,RTE-0029,REQ-01914,CLI-0045,18,2026-04-01 15:11:00,2026-04-01 15:20:00,,,0,9,6.43,15,cancelled,client_cancel,False,False,
STP-00464,RTE-0029,REQ-00771,CLI-0481,19,2026-04-01 15:36:00,2026-04-01 15:45:00,,,0,9,6.88,16,cancelled,client_cancel,False,False,
STP-00465,RTE-0029,REQ-00969,CLI-0006,20,2026-04-01 15:58:00,2026-04-01 16:05:00,,,0,7,5.8,13,cancelled,route_cancelled,False,False,
STP-00466,RTE-0029,REQ-01905,CLI-0113,21,2026-04-01 16:22:00,2026-04-01 16:29:00,,,0,7,7.09,17,cancelled,client_cancel,False,False,
STP-00467,RTE-0029,REQ-00432,CLI-0070,22,2026-04-01 16:40:00,2026-04-01 16:45:00,,,0,5,4.67,11,cancelled,client_cancel,False,False,
STP-00468,RTE-0029,REQ-01994,CLI-0164,23,2026-04-01 16:47:00,2026-04-01 16:56:00,,,0,9,0.93,2,cancelled,client_cancel,False,False,
STP-00469,RTE-0029,REQ-01831,CLI-0490,24,2026-04-01 17:10:00,2026-04-01 17:19:00,,,0,9,6.07,14,cancelled,route_cancelled,False,False,
STP-00470,RTE-0029,REQ-00065,CLI-0286,25,2026-04-01 17:21:00,2026-04-01 17:31:00,,,0,10,0.16,2,cancelled,route_cancelled,False,False,
STP-00471,RTE-0029,REQ-01524,CLI-0116,26,2026-04-01 17:48:00,2026-04-01 17:53:00,,,0,5,7.41,17,cancelled,client_cancel,False,False,
STP-00472,RTE-0029,REQ-01828,CLI-0082,27,2026-04-01 17:56:00,2026-04-01 18:07:00,,,0,11,1.56,3,cancelled,client_cancel,False,False,Client chatty today
STP-00473,RTE-0030,REQ-01727,CLI-0407,1,2026-04-12 08:49:00,2026-04-12 08:55:00,2026-04-12 12:38:00,2026-04-12 12:47:00,0,6,3.25,7,completed,,False,True,
STP-00474,RTE-0030,REQ-01821,CLI-0498,2,2026-04-12 09:03:00,2026-04-12 09:10:00,2026-04-12 08:55:00,2026-04-12 09:00:00,0,7,3.71,8,completed,,False,True,
STP-00475,RTE-0030,REQ-00833,CLI-0053,3,2026-04-12 09:20:00,2026-04-12 09:25:00,2026-04-12 10:56:00,2026-04-12 10:59:00,0,5,4.47,10,completed,,False,False,
STP-00476,RTE-0031,REQ-01891,CLI-0465,1,2026-03-31 08:19:00,2026-03-31 08:28:00,2026-03-31 12:02:00,2026-03-31 12:08:00,0,9,3.57,8,completed,,False,False,
STP-00477,RTE-0031,REQ-00698,CLI-0047,2,2026-03-31 08:42:00,2026-03-31 08:47:00,2026-03-31 10:00:00,2026-03-31 10:07:00,0,5,5.94,14,completed,,False,False,
STP-00478,RTE-0032,REQ-01065,CLI-0231,1,2026-04-03 09:14:00,2026-04-03 09:21:00,,,0,7,0.42,2,rerouted,vehicle_capacity,False,True,
STP-00479,RTE-0032,REQ-01866,CLI-0167,2,2026-04-03 09:25:00,2026-04-03 09:30:00,2026-04-03 14:11:00,2026-04-03 14:14:00,0,5,1.96,4,completed,,False,True,
STP-00480,RTE-0032,REQ-01045,CLI-0223,3,2026-04-03 09:32:00,2026-04-03 09:39:00,2026-04-03 14:15:00,2026-04-03 14:22:00,0,7,0.88,2,completed,,True,False,
STP-00481,RTE-0032,REQ-01274,CLI-0105,4,2026-04-03 09:43:00,2026-04-03 09:50:00,2026-04-03 14:21:00,2026-04-03 14:29:00,0,7,2.07,4,completed,,False,False,
STP-00482,RTE-0032,REQ-00403,CLI-0407,5,2026-04-03 09:58:00,2026-04-03 10:06:00,2026-04-03 14:35:00,2026-04-03 14:45:00,0,8,3.7,8,completed,,False,False,
STP-00483,RTE-0032,REQ-01227,CLI-0478,6,2026-04-03 10:14:00,2026-04-03 10:22:00,2026-04-03 14:52:00,2026-04-03 15:02:00,0,8,3.5,8,completed,,False,True,
STP-00484,RTE-0032,REQ-01292,CLI-0370,7,2026-04-03 10:32:00,2026-04-03 10:46:00,2026-04-03 12:24:00,2026-04-03 12:37:00,0,14,4.31,10,completed,,False,True,
STP-00485,RTE-0032,REQ-01803,CLI-0305,8,2026-04-03 10:58:00,2026-04-03 11:04:00,2026-04-03 12:49:00,2026-04-03 12:52:00,0,6,5.22,12,completed,,False,True,
STP-00486,RTE-0032,REQ-00972,CLI-0151,9,2026-04-03 11:07:00,2026-04-03 11:13:00,2026-04-03 12:51:00,2026-04-03 12:56:00,0,6,1.65,3,completed,,True,False,
STP-00487,RTE-0032,REQ-01171,CLI-0033,10,2026-04-03 11:38:00,2026-04-03 11:47:00,2026-04-03 13:23:00,2026-04-03 13:32:00,0,9,10.42,25,completed,,False,False,
STP-00488,RTE-0033,REQ-00089,CLI-0468,1,2026-04-11 08:04:00,2026-04-11 08:10:00,,,0,6,1.61,3,skipped,client_not_home_preknown,False,False,
STP-00489,RTE-0033,REQ-00082,CLI-0301,2,2026-04-11 08:16:00,2026-04-11 08:24:00,,,0,8,2.78,6,skipped,time_budget_exceeded,False,False,
STP-00490,RTE-0033,REQ-00877,CLI-0250,3,2026-04-11 08:29:00,2026-04-11 08:35:00,,,0,6,2.12,5,skipped,weather,False,False,
STP-00491,RTE-0033,REQ-00665,CLI-0022,4,2026-04-11 08:47:00,2026-04-11 08:53:00,,,0,6,5.16,12,skipped,weather,False,False,
STP-00492,RTE-0033,REQ-00329,CLI-0048,5,2026-04-11 08:58:00,2026-04-11 09:07:00,,,0,9,2.46,5,skipped,client_not_home_preknown,False,False,
STP-00493,RTE-0033,REQ-01690,CLI-0407,6,2026-04-11 09:12:00,2026-04-11 09:19:00,,,0,7,2.23,5,skipped,weather,False,False,
STP-00494,RTE-0033,REQ-00960,CLI-0485,7,2026-04-11 09:21:00,2026-04-11 09:30:00,,,0,9,0.9,2,skipped,time_budget_exceeded,False,False,
STP-00495,RTE-0033,REQ-00659,CLI-0163,8,2026-04-11 09:39:00,2026-04-11 09:47:00,,,0,8,3.84,9,skipped,time_budget_exceeded,False,False,
STP-00496,RTE-0033,REQ-01735,CLI-0404,9,2026-04-11 10:04:00,2026-04-11 10:13:00,,,0,9,7.37,17,skipped,time_budget_exceeded,False,False,
STP-00497,RTE-0033,REQ-00967,CLI-0238,10,2026-04-11 10:15:00,2026-04-11 10:21:00,,,0,6,0.85,2,skipped,client_not_home_preknown,False,False,
STP-00498,RTE-0033,REQ-01683,CLI-0153,11,2026-04-11 10:31:00,2026-04-11 10:36:00,,,0,5,4.35,10,skipped,time_budget_exceeded,False,False,
STP-00499,RTE-0033,REQ-01998,CLI-0203,12,2026-04-11 10:47:00,2026-04-11 10:52:00,,,0,5,4.63,11,skipped,time_budget_exceeded,False,False,"Client using walker, door ajar"
STP-00500,RTE-0033,REQ-01858,CLI-0047,13,2026-04-11 11:10:00,2026-04-11 11:17:00,,,0,7,7.7,18,skipped,weather,False,False,
STP-00501,RTE-0033,REQ-00634,CLI-0004,14,2026-04-11 11:24:00,2026-04-11 11:30:00,,,0,6,3.0,7,skipped,time_budget_exceeded,False,False,
STP-00502,RTE-0033,REQ-01071,CLI-0171,15,2026-04-11 11:39:00,2026-04-11 11:46:00,,,0,7,4.16,9,skipped,client_not_home_preknown,False,False,
STP-00503,RTE-0033,REQ-01483,CLI-0415,16,2026-04-11 12:00:00,2026-04-11 12:12:00,,,0,12,6.24,14,skipped,time_budget_exceeded,False,False,
STP-00504,RTE-0033,REQ-00258,CLI-0473,17,2026-04-11 12:38:00,2026-04-11 12:44:00,,,0,6,11.06,26,skipped,weather,False,False,
STP-00505,RTE-0033,REQ-00978,CLI-0237,18,2026-04-11 13:09:00,2026-04-11 13:14:00,,,0,5,10.77,25,skipped,time_budget_exceeded,False,False,
STP-00506,RTE-0033,REQ-01967,CLI-0006,19,2026-04-11 13:36:00,2026-04-11 13:43:00,,,0,7,9.48,22,skipped,weather,False,False,Note: dog barking but friendly
STP-00507,RTE-0033,REQ-00420,CLI-0367,20,2026-04-11 13:51:00,2026-04-11 13:59:00,,,0,8,3.51,8,skipped,client_not_home_preknown,False,False,Note: dog barking but friendly
STP-00508,RTE-0033,REQ-00616,CLI-0436,21,2026-04-11 14:01:00,2026-04-11 14:09:00,,,0,8,0.42,2,skipped,client_not_home_preknown,False,False,
STP-00509,RTE-0034,REQ-01584,CLI-0256,1,2026-04-13 09:01:00,2026-04-13 09:09:00,,,0,8,1.22,2,rerouted,wrong_vehicle_type,False,False,
STP-00510,RTE-0034,REQ-00212,CLI-0099,2,2026-04-13 09:12:00,2026-04-13 09:22:00,2026-04-13 09:31:00,2026-04-13 09:39:00,29,10,1.46,3,completed,,False,True,
STP-00511,RTE-0034,REQ-01670,CLI-0021,3,2026-04-13 09:29:00,2026-04-13 09:38:00,2026-04-13 11:06:00,2026-04-13 11:13:00,0,9,3.06,7,completed,,False,False,
STP-00512,RTE-0034,REQ-01712,CLI-0265,4,2026-04-13 09:45:00,2026-04-13 09:52:00,,,0,7,3.02,7,skipped,client_not_home_preknown,False,False,
STP-00513,RTE-0034,REQ-01300,CLI-0435,5,2026-04-13 10:06:00,2026-04-13 10:14:00,2026-04-13 11:41:00,2026-04-13 11:49:00,0,8,5.92,14,completed,,False,True,
STP-00514,RTE-0034,REQ-01498,CLI-0131,6,2026-04-13 10:25:00,2026-04-13 10:36:00,2026-04-13 12:12:00,2026-04-13 12:22:00,0,11,4.66,11,completed,,False,True,
STP-00515,RTE-0034,REQ-01633,CLI-0246,7,2026-04-13 10:40:00,2026-04-13 10:46:00,2026-04-13 09:42:00,2026-04-13 09:48:00,0,6,1.8,4,completed,,False,False,
STP-00516,RTE-0034,REQ-01739,CLI-0035,8,2026-04-13 10:49:00,2026-04-13 10:59:00,2026-04-13 10:06:00,2026-04-13 10:14:00,204,10,1.55,3,completed,,False,False,
STP-00517,RTE-0034,REQ-01654,CLI-0045,9,2026-04-13 11:06:00,2026-04-13 11:13:00,2026-04-13 12:20:00,2026-04-13 12:26:00,0,7,3.22,7,completed,,False,False,999
STP-00518,RTE-0034,REQ-01305,CLI-0249,10,2026-04-13 11:26:00,2026-04-13 11:35:00,2026-04-13 14:15:00,2026-04-13 14:22:00,0,9,5.47,13,completed,,False,True,Note: dog barking but friendly
STP-00519,RTE-0034,REQ-01018,CLI-0215,11,2026-04-13 12:01:00,2026-04-13 12:07:00,2026-04-13 14:59:00,2026-04-13 15:06:00,0,6,10.87,26,completed,,False,False,
STP-00520,RTE-0034,REQ-01677,CLI-0109,12,2026-04-13 12:24:00,2026-04-13 12:35:00,2026-04-13 11:18:00,2026-04-13 11:31:00,0,11,7.43,17,completed,,False,False,
STP-00521,RTE-0034,REQ-01286,CLI-0328,13,2026-04-13 12:39:00,2026-04-13 12:44:00,2026-04-13 11:48:00,2026-04-13 11:51:00,0,5,1.97,4,completed,,False,True,"Client using walker, door ajar"
STP-00522,RTE-0034,REQ-00970,CLI-0106,14,2026-04-13 12:52:00,2026-04-13 12:57:00,2026-04-13 10:31:00,2026-04-13 10:34:00,0,5,3.7,8,completed,,False,False,
STP-00523,RTE-0034,REQ-00925,CLI-0274,15,2026-04-13 13:02:00,2026-04-13 13:12:00,,,0,10,2.44,5,skipped,client_not_home_preknown,False,False,
STP-00524,RTE-0034,REQ-01321,CLI-0052,16,2026-04-13 13:27:00,2026-04-13 13:35:00,2026-04-13 13:33:00,2026-04-13 13:38:00,0,8,6.45,15,completed,,False,True,
STP-00525,RTE-0034,REQ-01056,CLI-0011,17,2026-04-13 13:46:00,2026-04-13 13:52:00,2026-04-13 13:58:00,2026-04-13 14:02:00,0,6,4.84,11,completed,,False,True,
STP-00526,RTE-0034,REQ-01374,CLI-0453,18,2026-04-13 14:14:00,2026-04-13 14:19:00,2026-04-13 13:40:00,2026-04-13 13:44:00,0,5,9.55,22,completed,,False,True,
STP-00527,RTE-0035,REQ-01299,CLI-0002,1,2026-04-08 08:31:00,2026-04-08 08:39:00,2026-04-08 09:43:00,2026-04-08 09:48:00,0,8,1.4,3,completed,,True,False,
STP-00528,RTE-0035,REQ-01094,CLI-0052,2,2026-04-08 08:41:00,2026-04-08 08:49:00,,,0,8,1.11,2,cancelled,route_cancelled,False,False,
STP-00529,RTE-0035,REQ-00496,CLI-0260,3,2026-04-08 08:51:00,2026-04-08 09:00:00,2026-04-08 11:54:00,2026-04-08 12:01:00,0,9,0.14,2,completed,,False,True,
STP-00530,RTE-0035,REQ-01836,CLI-0269,4,2026-04-08 09:12:00,2026-04-08 09:20:00,2026-04-08 12:13:00,2026-04-08 12:18:00,0,8,5.15,12,completed,,False,False,
STP-00531,RTE-0035,REQ-01962,CLI-0302,5,2026-04-08 09:33:00,2026-04-08 09:41:00,2026-04-08 13:10:00,2026-04-08 13:18:00,0,8,5.42,13,completed,,False,True,
STP-00532,RTE-0035,REQ-01860,CLI-0383,6,2026-04-08 09:53:00,2026-04-08 10:01:00,2026-04-08 11:29:00,2026-04-08 11:37:00,0,8,5.22,12,completed,,False,True,
STP-00533,RTE-0035,REQ-01523,CLI-0291,7,2026-04-08 10:10:00,2026-04-08 10:17:00,2026-04-08 11:51:00,2026-04-08 11:56:00,0,7,3.92,9,completed,,False,False,
STP-00534,RTE-0035,REQ-01161,CLI-0039,8,2026-04-08 10:29:00,2026-04-08 10:34:00,2026-04-08 12:06:00,2026-04-08 12:11:00,0,5,5.35,12,completed,,False,True,
STP-00535,RTE-0035,REQ-01608,CLI-0436,9,2026-04-08 10:42:00,2026-04-08 10:54:00,2026-04-08 12:21:00,2026-04-08 12:31:00,0,12,3.72,8,completed,,False,True,
STP-00536,RTE-0035,REQ-01484,CLI-0130,10,2026-04-08 10:56:00,2026-04-08 11:03:00,2026-04-08 12:36:00,2026-04-08 12:42:00,0,7,0.5,2,completed,,True,False,
STP-00537,RTE-0035,REQ-01116,CLI-0146,11,2026-04-08 11:05:00,2026-04-08 11:13:00,2026-04-08 12:48:00,2026-04-08 12:59:00,0,8,1.0,2,no_answer,no_answer_at_door,False,False,"Client using walker, door ajar"
STP-00538,RTE-0035,REQ-00817,CLI-0434,12,2026-04-08 11:35:00,2026-04-08 11:43:00,2026-04-08 13:18:00,2026-04-08 13:28:00,0,8,9.57,22,completed,,False,True,
STP-00539,RTE-0035,REQ-00185,CLI-0271,13,2026-04-08 11:55:00,2026-04-08 12:02:00,2026-04-08 09:55:00,2026-04-08 09:59:00,0,7,5.35,12,completed,,False,True,
STP-00540,RTE-0035,REQ-01268,CLI-0026,14,2026-04-08 12:16:00,2026-04-08 12:21:00,2026-04-08 14:04:00,2026-04-08 14:10:00,0,5,6.18,14,completed,,False,True,
STP-00541,RTE-0035,REQ-00965,CLI-0127,15,2026-04-08 12:44:00,2026-04-08 12:51:00,2026-04-08 13:54:00,2026-04-08 14:02:00,0,7,9.72,23,completed,,False,True,
STP-00542,RTE-0035,REQ-00591,CLI-0480,16,2026-04-08 13:16:00,2026-04-08 13:24:00,2026-04-08 09:32:00,2026-04-08 09:37:00,0,8,10.44,25,completed,,False,False,
STP-00543,RTE-0035,REQ-00520,CLI-0222,17,2026-04-08 13:39:00,2026-04-08 13:48:00,2026-04-08 09:49:00,2026-04-08 09:59:00,0,9,6.6,15,completed,,True,False,
STP-00544,RTE-0035,REQ-00655,CLI-0197,18,2026-04-08 13:55:00,2026-04-08 14:09:00,2026-04-08 10:07:00,2026-04-08 10:24:00,0,14,3.3,7,no_answer,building_locked,False,False,Client chatty today
STP-00545,RTE-0035,REQ-01058,CLI-0287,19,2026-04-08 14:33:00,2026-04-08 14:43:00,2026-04-08 10:52:00,2026-04-08 10:59:00,0,10,10.36,24,completed,,False,True,
STP-00546,RTE-0035,REQ-01214,CLI-0331,20,2026-04-08 14:54:00,2026-04-08 15:04:00,2026-04-08 11:32:00,2026-04-08 11:40:00,0,10,4.61,11,completed,,False,True,
STP-00547,RTE-0035,REQ-01503,CLI-0049,21,2026-04-08 15:12:00,2026-04-08 15:17:00,2026-04-08 11:46:00,2026-04-08 11:53:00,0,5,3.74,8,completed,,False,False,
STP-00548,RTE-0035,REQ-01881,CLI-0041,22,2026-04-08 15:30:00,2026-04-08 15:40:00,2026-04-08 12:05:00,2026-04-08 12:15:00,0,10,5.43,13,completed,,False,True,
STP-00549,RTE-0035,REQ-01980,CLI-0301,23,2026-04-08 15:51:00,2026-04-08 16:00:00,2026-04-08 09:31:00,2026-04-08 09:41:00,0,9,4.85,11,completed,,True,False,"Called ahead, no answer"
STP-00550,RTE-0035,REQ-00873,CLI-0403,24,2026-04-08 16:02:00,2026-04-08 16:07:00,2026-04-08 09:46:00,2026-04-08 09:51:00,0,5,0.1,2,completed,,False,False,
STP-00551,RTE-0035,REQ-00846,CLI-0334,25,2026-04-08 16:20:00,2026-04-08 16:29:00,2026-04-08 08:03:00,2026-04-08 08:12:00,0,9,5.51,13,completed,,False,False,Delivered to neighbor per instructions
STP-00552,RTE-0035,REQ-01061,CLI-0092,26,2026-04-08 16:31:00,2026-04-08 16:40:00,2026-04-08 08:16:00,2026-04-08 08:22:00,239,9,0.69,2,completed,,False,True,
STP-00553,RTE-0035,REQ-01662,CLI-0452,27,2026-04-08 16:51:00,2026-04-08 16:58:00,2026-04-08 08:36:00,2026-04-08 08:45:00,0,7,4.69,11,completed,,False,True,
STP-00554,RTE-0035,REQ-01222,CLI-0119,28,2026-04-08 17:18:00,2026-04-08 17:26:00,,,0,8,8.63,20,cancelled,client_cancel,False,False,
STP-00555,RTE-0035,REQ-00168,CLI-0445,29,2026-04-08 17:44:00,2026-04-08 17:56:00,2026-04-08 13:55:00,2026-04-08 14:09:00,0,12,7.9,18,completed,,False,False,Client chatty today
STP-00556,RTE-0035,REQ-00612,CLI-0388,30,2026-04-08 17:59:00,2026-04-08 18:06:00,,,0,7,1.28,3,rerouted,time_window_slip,False,False,
STP-00557,RTE-0037,REQ-00193,CLI-0259,1,2026-04-09 08:57:00,2026-04-09 09:05:00,,,0,8,1.04,2,cancelled,route_cancelled,False,False,
STP-00558,RTE-0037,REQ-01424,CLI-0309,2,2026-04-09 09:11:00,2026-04-09 09:16:00,2026-04-09 12:05:00,2026-04-09 12:09:00,0,5,2.58,6,completed,,False,True,
STP-00559,RTE-0037,REQ-00283,CLI-0405,3,2026-04-09 09:24:00,2026-04-09 09:35:00,2026-04-09 13:16:00,2026-04-09 13:26:00,0,11,3.63,8,completed,,True,False,
STP-00560,RTE-0037,REQ-00945,CLI-0254,4,2026-04-09 09:44:00,2026-04-09 09:56:00,2026-04-09 12:27:00,2026-04-09 12:35:00,0,12,3.78,9,completed,,False,True,
STP-00561,RTE-0037,REQ-00235,CLI-0126,5,2026-04-09 10:05:00,2026-04-09 10:18:00,2026-04-09 12:55:00,2026-04-09 13:09:00,0,13,3.89,9,no_answer,no_answer_at_door,False,False,
STP-00562,RTE-0037,REQ-00279,CLI-0081,6,2026-04-09 10:20:00,2026-04-09 10:28:00,2026-04-09 11:06:00,2026-04-09 11:15:00,0,8,0.47,2,completed,,False,False,
STP-00563,RTE-0037,REQ-00899,CLI-0135,7,2026-04-09 10:32:00,2026-04-09 10:43:00,2026-04-09 11:31:00,2026-04-09 11:41:00,0,11,2.04,4,completed,,True,False,"Client using walker, door ajar"
STP-00564,RTE-0037,REQ-00505,CLI-0151,8,2026-04-09 10:47:00,2026-04-09 10:53:00,2026-04-09 12:35:00,2026-04-09 12:43:00,0,6,1.9,4,completed,,False,False,
STP-00565,RTE-0037,REQ-00993,CLI-0176,9,2026-04-09 11:14:00,2026-04-09 11:21:00,,,0,7,8.88,21,skipped,requires_two_person_unavailable,False,False,
STP-00566,RTE-0037,REQ-00930,CLI-0358,10,2026-04-09 11:43:00,2026-04-09 11:50:00,2026-04-09 13:20:00,2026-04-09 13:26:00,0,7,9.36,22,completed,,False,False,
